"","feature","cluster","col","feature_name","feature_map","enriched_Term","enriched_Overlap","enriched_Genes","enriched_P.value","enriched_Adjusted.P.value","enriched_GO"
"6683","IL15RA","cluster_000552","#B16C29","IL15RA","IL15RA","Action Potential ","2/35","CHRNA1;KCNE3",0.00039798731156283,0.0521363378147307,"GO:0001508"
"6684","IL16","cluster_000533","#C38E2B","IL16","IL16","T Cell Activation ","3/111","NCK2;PIK3CD;NLRC3",0.000127759314394348,0.0333451810569247,"GO:0042110"
"6685","IL17D","cluster_000587","#B9604C","IL17D","IL17D","Intracellular Water Homeostasis ","1/5","AQP4",0.00399394544865564,0.0460478952976225,"GO:0009992"
"6686","IL17RA","cluster_000047","#8F4B68","IL17RA","IL17RA","Vitamin A Metabolic Process ","2/6","KDM5A;ARID4A",5.53015772757396e-05,0.0141572037825893,"GO:0006776"
"6687","IL17RB","cluster_000685","#DC87B4","IL17RB","IL17RB","Positive Regulation Of Programmed Necrotic Cell Death ","1/5","IGF2BP1",0.00324605087508978,0.050623254310157,"GO:0062100"
"6688","IL17RC","cluster_000673","#E884B8","IL17RC","IL17RC","Regulation Of Endothelial Cell-Matrix Adhesion Via Fibronectin ","1/5","GFUS",0.00349539889312047,0.0577045349152252,"GO:1904904"
"6689","IL17RD","cluster_000365","#F27813","IL17RD","IL17RD","tRNA Aminoacylation ","3/22","HARS1;RARS1;LARS1",1.75488820673873e-06,0.000447496492718376,"GO:0043039"
"6690","IL17RE","cluster_000641","#E879A3","IL17RE","IL17RE","Positive Regulation Of Peptidyl-Tyrosine Phosphorylation ","3/130","FGF7;ANGPT1;GAS6",0.000115310179205606,0.0244457579915884,"GO:0050731"
"6691","IL18","cluster_000423","#FFBE19","IL18","IL18","Cellular Response To Organic Substance ","3/82","SYK;IL18;AKAP6",7.20061549773837e-05,0.00910147274714014,"GO:0071310"
"6692","IL18BP","cluster_000235","#717F75","IL18BP","IL18BP","Ubiquitin-Dependent Protein Catabolic Process ","4/367","KLHDC3;ZNRF2;GID4;KCTD21",0.00121135994953888,0.0736156723585353,"GO:0006511"
"6693","IL18R1","cluster_000206","#5A9D5A","IL18R1","IL18R1","Cytoplasmic Translational Initiation ","2/30","EIF4A2;EIF3L",0.000745843175389433,0.125577817486753,"GO:0002183"
"6694","IL18RAP","cluster_000423","#FFBE19","IL18RAP","IL18RAP","Cellular Response To Organic Substance ","3/82","SYK;IL18;AKAP6",7.20061549773837e-05,0.00910147274714014,"GO:0071310"
"6695","IL1A","cluster_000486","#F0E231","IL1A","IL1A","Mitotic Sister Chromatid Segregation ","5/111","CENPE;PRC1;CENPK;NCAPG;NDC80",5.25482095913755e-08,7.32290438172126e-06,"GO:0000070"
"6696","IL1B","cluster_000382","#FF8602","IL1B","IL1B","Negative Regulation Of Glycogen Biosynthetic Process ","1/5","PASK",0.00523943997247116,0.0990728165275384,"GO:0045719"
"6697","IL1R1","cluster_000140","#419583","IL1R1","IL1R1","Peroxisome Fission ","2/8","PEX19;PEX11B",6.05600788972395e-05,0.0136865778307761,"GO:0016559"
"6698","IL1R2","cluster_000046","#914966","IL1R2","IL1R2","Vitamin A Metabolic Process ","2/6","KDM5A;ARID4A",5.53015772757396e-05,0.0141572037825893,"GO:0006776"
"6699","IL1RAP","cluster_000613","#D06C76","IL1RAP","IL1RAP","Response To Lipopolysaccharide ","4/159","LILRB2;CD14;S100A9;S100A8",6.49756738926069e-06,0.00118950065991818,"GO:0032496"
"6700","IL1RAPL1","cluster_000424","#FFBF19","IL1RAPL1","IL1RAPL1","Cellular Response To Organic Substance ","3/82","SYK;IL18;AKAP6",7.20061549773837e-05,0.00910147274714014,"GO:0071310"
"6701","IL1RAPL2","cluster_000020","#C02E3B","IL1RAPL2","IL1RAPL2","Vasoconstriction ","2/9","EDN1;EDN2",0.000160994001630338,0.0233619870285999,"GO:0042310"
"6702","IL1RL1","cluster_000082","#4E70A2","IL1RL1","IL1RL1","Establishment Of Epithelial Cell Apical/Basal Polarity ","2/10","RAP2A;MSN",0.000125153547099018,0.0245712162241628,"GO:0045198"
"6703","IL1RL2","cluster_000316","#BC5F69","IL1RL2","IL1RL2","Xenobiotic Transport Across Blood-Brain Barrier ","1/5","SLC22A2",0.00573728911332865,0.0794424034477794,"GO:1990962"
"6704","IL1RN","cluster_000312","#B85D6F","IL1RN","IL1RN","Immune Response-Regulating Cell Surface Receptor Signaling Pathway ","3/13","LYN;FGR;LILRB1",3.77056821764453e-07,0.00014478981955755,"GO:0002768"
"6705","IL20RB","cluster_000202","#57A156","IL20RB","IL20RB","Negative Regulation Of Amide Metabolic Process ","2/93","ZNF540;DAPK1",0.0069611911839573,0.114863748451268,"GO:0034249"
"6706","IL21R","cluster_000241","#76797B","IL21R","IL21R","Autophagosome Organization ","3/61","ZFYVE26;ATG14;ATG2B",6.67628626080939e-05,0.0131522839337945,"GO:1905037"
"6707","IL22RA1","cluster_000739","#A6959E","IL22RA1","IL22RA1","Detection Of Virus ","1/5","SERINC5",0.00274720535833692,0.0336402916780269,"GO:0009597"
"6708","IL24","cluster_000093","#3A7CB4","IL24","IL24","Protein Depolymerization ","2/28","MICAL3;KIF24",0.000913416383582455,0.100792461264035,"GO:0051261"
"6709","IL27RA","cluster_000682","#DF87B5","IL27RA","IL27RA","Positive Regulation Of Programmed Necrotic Cell Death ","1/5","IGF2BP1",0.00324605087508978,0.050623254310157,"GO:0062100"
"6710","IL2RA","cluster_000140","#419583","IL2RA","IL2RA","Peroxisome Fission ","2/8","PEX19;PEX11B",6.05600788972395e-05,0.0136865778307761,"GO:0016559"
"6711","IL2RB","cluster_000291","#A15294","IL2RB","IL2RB","Aerobic Electron Transport Chain ","10/68","COX8A;NDUFB7;NDUFS8;NDUFA3;NDUFA1;NDUFS3;NDUFAF1;NDUFV2;NDUFV1;COX6B1",1.95007829237826e-19,1.28880923951294e-17,"GO:0019646"
"6712","IL2RG","cluster_000241","#76797B","IL2RG","IL2RG","Autophagosome Organization ","3/61","ZFYVE26;ATG14;ATG2B",6.67628626080939e-05,0.0131522839337945,"GO:1905037"
"6713","IL31RA","cluster_000479","#F6EF31","IL31RA","IL31RA","Cilium Movement ","2/59","CFAP61;DNAI1",0.00141647463282005,0.0751839565029276,"GO:0003341"
"6714","IL32","cluster_000040","#9C435C","IL32","IL32","Organelle Organization ","4/418","PEX3;RANBP10;COG1;GOLGA8A",0.00868413784549145,0.159637443320699,"GO:0006996"
"6715","IL33","cluster_000519","#D0A72D","IL33","IL33","Regulation Of Macrophage Proliferation ","1/5","IL33",0.00449229270839297,0.0742699398715811,"GO:0120040"
"6716","IL34","cluster_000494","#E8D430","IL34","IL34","Axonogenesis ","4/188","FEZ1;MAP1B;MAP1A;GLI2",2.62429515923753e-05,0.00852895926752197,"GO:0007409"
"6717","IL3RA","cluster_000185","#4CAD4E","IL3RA","IL3RA","Mitotic Sister Chromatid Segregation ","6/111","DSN1;PSRC1;NCAPG2;NCAPD2;SPDL1;SMC2",8.69538983159478e-09,1.94776732227723e-06,"GO:0000070"
"6718","IL4I1","cluster_000169","#48A461","IL4I1","IL4I1","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"6719","IL4R","cluster_000154","#449C72","IL4R","IL4R","Amino Acid Transmembrane Transport ","3/42","SLC36A2;SLC7A8;SFXN2",3.02898736282582e-05,0.00566420636848429,"GO:0003333"
"6720","IL5","cluster_000655","#F47FB9","IL5","IL5","Positive Regulation Of Podosome Assembly ","1/5","IL5",0.00349539889312047,0.0685202463650387,"GO:0071803"
"6721","IL5RA","cluster_000417","#FFB616","IL5RA","IL5RA","Negative Regulation Of Osteoclast Differentiation ","2/21","LILRB3;LTF",0.000197241423521882,0.0335011049028296,"GO:0045671"
"6722","IL6","cluster_000515","#D4AE2D","IL6","IL6","Regulation Of Circadian Sleep/Wake Cycle ","1/5","PER3",0.00449229270839297,0.0820100533090671,"GO:0042749"
"6723","IL6R","cluster_000300","#AB5784","IL6R","IL6R","Mitochondrial Fission ","3/13","FIS1;MIEF1;MFF",4.30761214933425e-07,9.60597509301539e-05,"GO:0000266"
"6724","IL6ST","cluster_000206","#5A9D5A","IL6ST","IL6ST","Cytoplasmic Translational Initiation ","2/30","EIF4A2;EIF3L",0.000745843175389433,0.125577817486753,"GO:0002183"
"6725","IL7","cluster_000373","#FB7D06","IL7","IL7","Ceramide Biosynthetic Process ","2/42","CERS3;ST6GALNAC5",0.000968324347623737,0.0855740229230727,"GO:0046513"
"6726","IL7R","cluster_000192","#4FAB4D","IL7R","IL7R","Inflammatory Response ","4/236","CD40LG;CCR2;KLRG1;PTGDR",0.000267942856639939,0.0302816841969644,"GO:0006954"
"6727","IL9R","cluster_000371","#F87C09","IL9R","IL9R","Ceramide Biosynthetic Process ","2/42","CERS3;ST6GALNAC5",0.000968324347623737,0.0855740229230727,"GO:0046513"
"6728","ILDR1","cluster_000372","#FA7C07","ILDR1","ILDR1","Ceramide Biosynthetic Process ","2/42","CERS3;ST6GALNAC5",0.000968324347623737,0.0855740229230727,"GO:0046513"
"6729","ILDR2","cluster_000275","#91559B","ILDR2","ILDR2","Positive Regulation Of Nitrogen Compound Metabolic Process ","2/33","WFS1;KLF2",0.000712285526811214,0.0986596011543697,"GO:0051173"
"6730","ILF2","cluster_000120","#3C8B9A","ILF2","ILF2","Nucleotide-Excision Repair ","3/56","GTF2H2C;ERCC8;GTF2H5",8.84026474542174e-05,0.0174153215484808,"GO:0006289"
"6731","ILF3","cluster_000090","#3F78AF","ILF3","ILF3","Chromatin Remodeling ","4/228","INO80E;CHD2;EZH1;BPTF",0.000519221290326432,0.0464471119041021,"GO:0006338"
"6732","ILF3-DT","cluster_000222","#678C69","ILF3-DT","ILF3-DT","Heterocycle Catabolic Process ","1/5","HOGA1",0.00648368936979889,0.0768694830168207,"GO:0046700"
"6733","ILK","cluster_000243","#78767D","ILK","ILK","Regulation Of RNA Metabolic Process ","3/91","HNRNPH1;RASA1;ZNF638",0.000219609490557135,0.0368943944135987,"GO:0051252"
"6734","ILKAP","cluster_000346","#DD6F34","ILKAP","ILKAP","Positive Regulation Of T Cell Differentiation In Thymus ","1/5","SHH",0.00573728911332865,0.069152646030135,"GO:0033089"
"6735","ILRUN","cluster_000608","#CB6A6E","ILRUN","ILRUN","L-ascorbic Acid Metabolic Process ","1/5","GSTO2",0.00399394544865564,0.0483295193935911,"GO:0019852"
"6736","ILVBL","cluster_000146","#42987C","ILVBL","ILVBL","Positive Regulation Of Proteolysis Involved In Protein Catabolic Process ","2/31","PSMC3;PSMC2",0.000984408363070054,0.0778467033535432,"GO:1903052"
"6737","IMMP1L","cluster_000234","#718074","IMMP1L","IMMP1L","Establishment Of Lymphocyte Polarity ","1/5","SCRIB",0.00648368936979889,0.0993137047537436,"GO:0001767"
"6738","IMMP2L","cluster_000465","#FFF730","IMMP2L","IMMP2L","Inflammatory Response ","4/236","CSF1R;LOXL3;TLR6;NAIP",7.89242844839864e-05,0.0214674053796443,"GO:0006954"
"6739","IMMT","cluster_000357","#E97421","IMMT","IMMT","Mitochondrial Outer Membrane Permeabilization ","1/7","RTL10",0.00767569624028282,0.166540652340798,"GO:0097345"
"6740","IMP3","cluster_000439","#FFD421","IMP3","IMP3","Cellular Response To Sterol ","2/15","INSIG2;RORA",9.89757503698104e-05,0.0252388163443016,"GO:0036315"
"6741","IMP4","cluster_000642","#E979A5","IMP4","IMP4","Positive Regulation Of Peptidyl-Tyrosine Phosphorylation ","3/130","FGF7;ANGPT1;GAS6",0.000115310179205606,0.0244457579915884,"GO:0050731"
"6742","IMPA1","cluster_000269","#8D5C96","IMPA1","IMPA1","Positive Regulation Of Intracellular Transport ","3/39","TBC1D20;PDCD10;OAZ1",1.53046994626045e-05,0.00563212940223845,"GO:0032388"
"6743","IMPA2","cluster_000608","#CB6A6E","IMPA2","IMPA2","L-ascorbic Acid Metabolic Process ","1/5","GSTO2",0.00399394544865564,0.0483295193935911,"GO:0019852"
"6744","IMPACT","cluster_000112","#3B86A3","IMPACT","IMPACT","Retinoid Metabolic Process ","2/40","AKR1B1;DHRS4L2",0.0017482077236045,0.109480646845711,"GO:0001523"
"6745","IMPDH1","cluster_000121","#3D8B99","IMPDH1","IMPDH1","Nucleotide-Excision Repair ","3/56","GTF2H2C;ERCC8;GTF2H5",8.84026474542174e-05,0.0174153215484808,"GO:0006289"
"6746","IMPDH2","cluster_000475","#FAF632","IMPDH2","IMPDH2","Cytoplasmic Translation ","5/93","EIF3M;RPL32;RPL14;RPSA;RPL29",2.15337992097062e-08,4.37136123957036e-06,"GO:0002181"
"6747","IMPG1","cluster_000364","#F17815","IMPG1","IMPG1","tRNA Aminoacylation ","3/22","HARS1;RARS1;LARS1",1.75488820673873e-06,0.000447496492718376,"GO:0043039"
"6748","IMPG2","cluster_000213","#609560","IMPG2","IMPG2","Chromatin Organization ","5/268","SMARCE1;HMGN4;DAXX;DEK;SPTY2D1",2.63912719528664e-05,0.00683533943579239,"GO:0006325"
"6749","INA","cluster_000049","#8B4D6B","INA","INA","Internal Peptidyl-Lysine Acetylation ","2/39","ATAT1;KAT2A",0.00249172839958229,0.146644693514301,"GO:0018393"
"6750","INAFM1","cluster_000030","#AE384C","INAFM1","INAFM1","Axonogenesis ","4/188","PARD6B;KIF5A;L1CAM;IGSF9",0.000530415741016459,0.0695187087518509,"GO:0007409"
"6751","INAVA","cluster_000138","#419485","INAVA","INAVA","Peroxisome Fission ","2/8","PEX19;PEX11B",6.05600788972395e-05,0.0136865778307761,"GO:0016559"
"6752","INCA1","cluster_000176","#4AA858","INCA1","INCA1","Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity ","2/19","INCA1;CDK5RAP1",0.00031846935205505,0.0223913244007432,"GO:0045736"
"6753","INCENP","cluster_000675","#E685B8","INCENP","INCENP","Positive Regulation Of Mitotic Cytokinesis ","2/5","INCENP;NUP62",4.54444066889218e-06,0.000790732676387239,"GO:1903490"
"6754","INE1","cluster_000271","#8E5A97","INE1","INE1","Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway ","2/15","CHMP2A;UBXN6",0.000155939872973347,0.0244825600568154,"GO:0032510"
"6755","INF2","cluster_000268","#8C5D95","INF2","INF2","Positive Regulation Of Intracellular Transport ","3/39","TBC1D20;PDCD10;OAZ1",1.53046994626045e-05,0.00563212940223845,"GO:0032388"
"6756","ING1","cluster_000158","#459E6E","ING1","ING1","Establishment Of Protein Localization To Mitochondrion ","4/44","TIMM13;TIMM17B;TIMM44;TIMM50",4.64748720081316e-07,0.000124087908261711,"GO:0072655"
"6757","ING2","cluster_000403","#FFA30E","ING2","ING2","Blood Vessel Diameter Maintenance ","2/36","NPR1;AGT",0.000647427202142013,0.0617656241162395,"GO:0097746"
"6758","ING3","cluster_000237","#737D77","ING3","ING3","Ubiquitin-Dependent Protein Catabolic Process ","4/367","KLHDC3;ZNRF2;GID4;KCTD21",0.00121135994953888,0.0736156723585353,"GO:0006511"
"6759","ING4","cluster_000052","#865070","ING4","ING4","Protein Polyubiquitination ","5/226","RNF34;KBTBD6;MKRN1;UBE3B;KBTBD7",5.7211996555723e-05,0.011556823304256,"GO:0000209"
"6760","ING5","cluster_000014","#CC2731","ING5","ING5","rRNA Catabolic Process ","3/19","TRIR;ZCCHC7;EXOSC2",9.39188834524326e-06,0.00262972873666811,"GO:0016075"
"6761","INHA","cluster_000054","#825274","INHA","INHA","Protein Polyubiquitination ","5/226","RNF34;KBTBD6;MKRN1;UBE3B;KBTBD7",5.7211996555723e-05,0.011556823304256,"GO:0000209"
"6762","INHBA","cluster_000733","#AC94A0","INHBA","INHBA","BMP Signaling Pathway ","2/61","GDF10;RGMA",0.000494429518264185,0.019674712690821,"GO:0030509"
"6763","INHBB","cluster_000424","#FFBF19","INHBB","INHBB","Cellular Response To Organic Substance ","3/82","SYK;IL18;AKAP6",7.20061549773837e-05,0.00910147274714014,"GO:0071310"
"6764","INHBE","cluster_000508","#DBBB2E","INHBE","INHBE","Protein Modification By Small Protein Conjugation Or Removal ","1/5","DESI1",0.00449229270839297,0.0673252092853559,"GO:0070647"
"6765","INIP","cluster_000059","#79577C","INIP","INIP","mRNA Transport ","3/58","XPO1;NUP85;THOC3",0.000154383359241438,0.0168998885591137,"GO:0051028"
"6766","INKA1","cluster_000593","#BE6356","INKA1","INKA1","Angiotensin-Activated Signaling Pathway ","1/6","CAMK2A",0.00479094227501427,0.0732461644822065,"GO:0038166"
"6767","INKA2","cluster_000308","#B35B76","INKA2","INKA2","Negative Regulation Of Relaxation Of Muscle ","1/5","PDE4D",0.00573728911332865,0.0774012317250718,"GO:1901078"
"6768","INMT","cluster_000391","#FF9207","INMT","INMT","Regulation Of Golgi Organization ","2/16","USP6NL;ARMH3",0.000124888973203725,0.0217306813374482,"GO:1903358"
"6769","INO80","cluster_000144","#42977E","INO80","INO80","Negative Regulation Of Epidermal Cell Differentiation ","2/6","HOXA7;GRHL2",3.25033372296956e-05,0.00374814428299506,"GO:0045605"
"6770","INO80C","cluster_000614","#D06C78","INO80C","INO80C","Response To Lipopolysaccharide ","4/159","LILRB2;CD14;S100A9;S100A8",6.49756738926069e-06,0.00118950065991818,"GO:0032496"
"6771","INO80D","cluster_000484","#F2E631","INO80D","INO80D","Granulocyte Migration ","2/9","GP2;UMOD",3.06580619199429e-05,0.00741925098462618,"GO:0097530"
"6772","INO80E","cluster_000088","#4376AC","INO80E","INO80E","Chromatin Remodeling ","4/228","INO80E;CHD2;EZH1;BPTF",0.000519221290326432,0.0464471119041021,"GO:0006338"
"6773","INPP1","cluster_000026","#B53445","INPP1","INPP1","Regulation Of Protein-Containing Complex Assembly ","3/119","ICE1;VPS41;SPIDR",0.00199082286978115,0.132838466831199,"GO:0043254"
"6774","INPP4A","cluster_000423","#FFBE19","INPP4A","INPP4A","Cellular Response To Organic Substance ","3/82","SYK;IL18;AKAP6",7.20061549773837e-05,0.00910147274714014,"GO:0071310"
"6775","INPP4B","cluster_000423","#FFBE19","INPP4B","INPP4B","Cellular Response To Organic Substance ","3/82","SYK;IL18;AKAP6",7.20061549773837e-05,0.00910147274714014,"GO:0071310"
"6776","INPP5A","cluster_000083","#4C71A4","INPP5A","INPP5A","Establishment Of Epithelial Cell Apical/Basal Polarity ","2/10","RAP2A;MSN",0.000125153547099018,0.0245712162241628,"GO:0045198"
"6777","INPP5B","cluster_000102","#3881AF","INPP5B","INPP5B","Substantia Nigra Development ","2/42","ERCC4;CALM3",0.00205171011354824,0.131787366258083,"GO:0021762"
"6778","INPP5D","cluster_000674","#E785B8","INPP5D","INPP5D","Regulation Of Endothelial Cell-Matrix Adhesion Via Fibronectin ","1/5","GFUS",0.00349539889312047,0.0577045349152252,"GO:1904904"
"6779","INPP5E","cluster_000014","#CC2731","INPP5E","INPP5E","rRNA Catabolic Process ","3/19","TRIR;ZCCHC7;EXOSC2",9.39188834524326e-06,0.00262972873666811,"GO:0016075"
"6780","INPP5F","cluster_000507","#DCBD2E","INPP5F","INPP5F","Vocal Learning ","1/5","HTT",0.00474139160939957,0.0953152298399309,"GO:0042297"
"6781","INPP5J","cluster_000079","#546D9D","INPP5J","INPP5J","RNA Modification ","2/51","ANKRD16;MRM1",0.00339466542068064,0.116233761995035,"GO:0009451"
"6782","INPP5K","cluster_000008","#D72127","INPP5K","INPP5K","Mesodermal Cell Differentiation ","3/8","ITGA3;ITGB3;HMGA2",8.16016795092252e-07,0.000326406718036901,"GO:0048333"
"6783","INPPL1","cluster_000235","#717F75","INPPL1","INPPL1","Ubiquitin-Dependent Protein Catabolic Process ","4/367","KLHDC3;ZNRF2;GID4;KCTD21",0.00121135994953888,0.0736156723585353,"GO:0006511"
"6784","INSIG1","cluster_000543","#BA7C2A","INSIG1","INSIG1","Negative Regulation Of Execution Phase Of Apoptosis ","2/19","MTRNR2L8;MTRNR2L2",0.000115296872353532,0.0104880576912313,"GO:1900118"
"6785","INSIG2","cluster_000439","#FFD421","INSIG2","INSIG2","Cellular Response To Sterol ","2/15","INSIG2;RORA",9.89757503698104e-05,0.0252388163443016,"GO:0036315"
"6786","INSR","cluster_000221","#668D68","INSR","INSR","Heterocycle Catabolic Process ","1/5","HOGA1",0.00648368936979889,0.0768694830168207,"GO:0046700"
"6787","INSRR","cluster_000469","#FFFD32","INSRR","INSRR","Histone Lysine Demethylation ","1/7","UTY",0.00663198906678106,0.071464780816052,"GO:0070076"
"6788","INSYN1","cluster_000079","#546D9D","INSYN1","INSYN1","RNA Modification ","2/51","ANKRD16;MRM1",0.00339466542068064,0.116233761995035,"GO:0009451"
"6789","INSYN2A","cluster_000349","#E0702F","INSYN2A","INSYN2A","Positive Regulation Of Cell Death ","2/50","MAPT;PRODH",0.001370383663162,0.0783464957475828,"GO:0010942"
"6790","INSYN2B","cluster_000179","#4AA955","INSYN2B","INSYN2B","Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity ","2/19","INCA1;CDK5RAP1",0.00031846935205505,0.0223913244007432,"GO:0045736"
"6791","INTS1","cluster_000419","#FFB817","INTS1","INTS1","Positive Regulation Of Cell-Cell Adhesion Mediated By Integrin ","1/5","PIEZO1",0.00499044069595166,0.069317762308227,"GO:0033634"
"6792","INTS10","cluster_000089","#4177AE","INTS10","INTS10","Chromatin Remodeling ","4/228","INO80E;CHD2;EZH1;BPTF",0.000519221290326432,0.0464471119041021,"GO:0006338"
"6793","INTS11","cluster_000102","#3881AF","INTS11","INTS11","Substantia Nigra Development ","2/42","ERCC4;CALM3",0.00205171011354824,0.131787366258083,"GO:0021762"
"6794","INTS12","cluster_000043","#964661","INTS12","INTS12","Organelle Organization ","4/418","PEX3;RANBP10;COG1;GOLGA8A",0.00868413784549145,0.159637443320699,"GO:0006996"
"6795","INTS13","cluster_000750","#9B9899","INTS13","INTS13","Histone H2A Acetylation ","2/21","MRGBP;MSL3P1",4.70112556271839e-05,0.00456009179583684,"GO:0043968"
"6796","INTS14","cluster_000003","#E01C1F","INTS14","INTS14","Chromatin Remodeling ","8/228","DR1;HDAC1;HP1BP3;MTF2;GLMN;ZBTB1;SMARCA5;MYSM1",4.77177147491703e-06,0.00228676564985312,"GO:0006338"
"6797","INTS2","cluster_000056","#7E5477","INTS2","INTS2","mRNA Transport ","3/58","XPO1;NUP85;THOC3",0.000154383359241438,0.0168998885591137,"GO:0051028"
"6798","INTS3","cluster_000693","#D489B0","INTS3","INTS3","Ribonucleoside Bisphosphate Metabolic Process ","2/25","ACOT6;ACOT4",0.000116018486046081,0.00556888733021187,"GO:0033875"
"6799","INTS4","cluster_000044","#944763","INTS4","INTS4","Vitamin A Metabolic Process ","2/6","KDM5A;ARID4A",5.53015772757396e-05,0.0141572037825893,"GO:0006776"
"6800","INTS4P2","cluster_000359","#EB751E","INTS4P2","INTS4P2","Regulation Of Signal Transduction By P53 Class Mediator ","4/47","BOP1;NOP2;RRS1;URB2",1.89775013755379e-07,2.5999176884487e-05,"GO:1901796"
